company_name,rating,bio,salary,job,founded_in,field,other
Hexaware Technologies,3.4,IT Services & Consulting | Chennai +67 other locations,53100.0,636.0,1990 (36 yrs old),IT Services & Consulting,Chennai +67 other locations
Amazon Development Centre India,3.8,Internet | Chennai +146 other locations,23900.0,74.5,,Internet,Chennai +146 other locations
Lupin,4.1,Pharma | Chennai +202 other locations,22500.0,33.0,,Pharma,Chennai +202 other locations
Zydus Lifesciences,3.9,Pharma | Chennai +177 other locations,19900.0,21.0,1952 (74 yrs old),Pharma,Chennai +177 other locations
L&T Construction,4.0,Engineering & Construction | Chennai +433 other locations,23900.0,74.5,,Engineering & Construction,Chennai +433 other locations
Ekart Logistics,3.9,Logistics | Chennai +737 other locations,15800.0,74.5,2009 (17 yrs old),Logistics,Chennai +737 other locations
Hindustan Unilever,4.2,FMCG | Chennai +531 other locations,20000.0,48.0,1872 (154 yrs old),FMCG,Chennai +531 other locations
KPMG India,3.4,Management Consulting | Chennai +111 other locations,64700.0,63.0,1993 (33 yrs old),Management Consulting,Chennai +111 other locations
ITC,3.9,FMCG | Chennai +375 other locations,24400.0,77.0,1910 (116 yrs old),FMCG,Chennai +375 other locations
Axis Max Life Insurance,4.0,Insurance | Chennai +494 other locations,20000.0,143.0,2000 (26 yrs old),Insurance,Chennai +494 other locations
Megha Engineering & Infrastructures,3.9,Engineering & Construction | Chennai +405 other locations,23900.0,74.5,,Engineering & Construction,Chennai +405 other locations
Tata Projects,4.2,Engineering & Construction | Chennai +285 other locations,22100.0,29.0,,Engineering & Construction,Chennai +285 other locations
Coforge,3.2,IT Services & Consulting | Chennai +104 other locations,48500.0,128.0,,IT Services & Consulting,Chennai +104 other locations
FIS,3.8,FinTech | Chennai +61 other locations,38700.0,122.0,,FinTech,Chennai +61 other locations
L&T Technology Services,3.1,IT Services & Consulting | Chennai +93 other locations,23900.0,74.5,,IT Services & Consulting,Chennai +93 other locations
Bajaj Life Insurance,3.9,Insurance | Chennai +607 other locations,23900.0,74.5,,Insurance,Chennai +607 other locations
Cholamandalam Investment & Finance,3.8,Financial Services | Chennai +840 other locations,23900.0,74.5,,Financial Services,Chennai +840 other locations
IIFL Finance,4.0,NBFC | Chennai +801 other locations,14200.0,73.0,1995 (31 yrs old),NBFC,Chennai +801 other locations
Oracle,3.5,Software Product | Chennai +56 other locations,62500.0,1200.0,1977 (49 yrs old),Software Product,Chennai +56 other locations
Indian Army,4.7,Defence & Aerospace | Chennai +364 other locations,9600.0,74.5,1895 (131 yrs old),Defence & Aerospace,Chennai +364 other locations
Omega Healthcare,3.8,BPO | Chennai +69 other locations,26200.0,129.0,2003 (23 yrs old),BPO,Chennai +69 other locations
Muthoot Finance,3.7,NBFC | Chennai +783 other locations,13000.0,93.0,,NBFC,Chennai +783 other locations
JLL,4.1,Real Estate | Chennai +85 other locations,24200.0,241.0,1999 (27 yrs old),Real Estate,Chennai +85 other locations
HCL Group,3.5,IT Services & Consulting | Chennai +97 other locations,370000.0,165.0,,IT Services & Consulting,Chennai +97 other locations
Piramal Finance,4.2,NBFC | Chennai +424 other locations,12700.0,5.0,10k-50k,NBFC,Chennai +424 other locations
Virtusa Consulting Services,3.7,IT Services & Consulting | Chennai +55 other locations,56300.0,1300.0,1996 (30 yrs old),IT Services & Consulting,Chennai +55 other locations
DMart,3.9,Retail | Chennai +246 other locations,18500.0,177.0,2002 (24 yrs old),Retail,Chennai +246 other locations
HSBC Group,3.9,Financial Services | Chennai +63 other locations,42600.0,130.0,1865 (161 yrs old),Financial Services,Chennai +63 other locations
Indiamart Intermesh,3.5,Internet | Chennai +173 other locations,20000.0,532.0,1996 (30 yrs old),Internet,Chennai +173 other locations
Udaan,3.9,Internet | Chennai +368 other locations,15600.0,5.0,,Internet,Chennai +368 other locations
SMFG India Credit,3.9,NBFC | Chennai +594 other locations,11000.0,81.0,2007 (19 yrs old),NBFC,Chennai +594 other locations
Aurobindo Pharma,4.0,Pharma | Chennai +115 other locations,20700.0,23.0,1986 (40 yrs old),Pharma,Chennai +115 other locations
Access Healthcare,3.7,BPO | Chennai +64 other locations,28400.0,503.0,2011 (15 yrs old),BPO,Chennai +64 other locations
Siemens,3.9,Industrial Automation | Chennai +152 other locations,33500.0,134.0,,Industrial Automation,Chennai +152 other locations
BigBasket,3.9,Internet | Chennai +138 other locations,19100.0,104.0,,Internet,Chennai +138 other locations
Manappuram Finance,3.9,NBFC | Chennai +649 other locations,9100.0,6.0,1949 (77 yrs old),NBFC,Chennai +649 other locations
Firstsource Solutions,3.5,BPO | Chennai +74 other locations,24000.0,139.0,2001 (25 yrs old),BPO,Chennai +74 other locations
Shapoorji Pallonji Group,4.1,Engineering & Construction | Chennai +188 other locations,23900.0,74.5,,Engineering & Construction,Chennai +188 other locations
Tata Capital,4.0,NBFC | Chennai +438 other locations,15700.0,3100.0,2007 (19 yrs old),NBFC,Chennai +438 other locations
GlobalLogic,3.5,IT Services & Consulting | Chennai +60 other locations,40500.0,46.0,2000 (26 yrs old),IT Services & Consulting,Chennai +60 other locations
ICICI Lombard General Insurance Company,3.5,Insurance | Chennai +311 other locations,23900.0,74.5,,Insurance,Chennai +311 other locations
Standard Chartered,3.6,Banking | Chennai +68 other locations,42000.0,74.5,1853 (173 yrs old),Banking,Chennai +68 other locations
Mahindra Finance,3.9,NBFC | Chennai +730 other locations,12000.0,390.0,1991 (35 yrs old),NBFC,Chennai +730 other locations
PolicyBazaar,3.7,Internet | Chennai +149 other locations,17100.0,434.0,,Internet,Chennai +149 other locations
Bosch Global Software Technologies,3.7,IT Services & Consulting | Chennai +47 other locations,39900.0,14.0,1997 (29 yrs old),IT Services & Consulting,Chennai +47 other locations
Apollo Hospitals,4.1,Healthcare | Chennai +229 other locations,16400.0,168.0,1983 (43 yrs old),Healthcare,Chennai +229 other locations
UST,3.7,IT Services & Consulting | Chennai +50 other locations,39400.0,142.0,,IT Services & Consulting,Chennai +50 other locations
Ashok Leyland,4.0,Automobile | Chennai +259 other locations,18700.0,74.5,1948 (78 yrs old),Automobile,Chennai +259 other locations
Citicorp,3.7,Financial Services | Chennai +68 other locations,51900.0,74.5,1997 (29 yrs old),Financial Services,Chennai +68 other locations
Swiggy,3.7,Internet | Chennai +230 other locations,22800.0,281.0,2014 (12 yrs old),Internet,Chennai +230 other locations
Hero MotoCorp,4.1,Automobile | Chennai +365 other locations,15700.0,74.5,1984 (42 yrs old),Automobile,Chennai +365 other locations
Cyient,3.6,IT Services & Consulting | Chennai +48 other locations,27300.0,78.0,1991 (35 yrs old),IT Services & Consulting,Chennai +48 other locations
CGI Group,4.0,IT Services & Consulting | Chennai +43 other locations,45200.0,655.0,1976 (50 yrs old),IT Services & Consulting,Chennai +43 other locations
SBI Cards & Payment Services,3.6,Financial Services | Chennai +435 other locations,23900.0,74.5,,Financial Services,Chennai +435 other locations
Kalpataru Projects International,4.2,Engineering & Construction | Chennai +321 other locations,13600.0,1.0,1981 (45 yrs old),Engineering & Construction,Chennai +321 other locations
JustDial,3.5,Internet | Chennai +229 other locations,15400.0,53.0,1996 (30 yrs old),Internet,Chennai +229 other locations
BNY,3.7,Financial Services | Chennai +25 other locations,30600.0,1.0,1784 (242 yrs old),Financial Services,Chennai +25 other locations
IQVIA,3.7,Clinical Research | Chennai +63 other locations,30600.0,20.0,10k-50k,Clinical Research,Chennai +63 other locations
NTT Data,3.8,IT Services & Consulting | Chennai +79 other locations,35700.0,181.0,1988 (38 yrs old),IT Services & Consulting,Chennai +79 other locations
Nagarjuna Construction Company,4.0,Engineering & Construction | Chennai +295 other locations,12000.0,11.0,1998 (28 yrs old),Engineering & Construction,Chennai +295 other locations
CBRE,4.1,Real Estate | Chennai +91 other locations,18700.0,19.0,1906 (120 yrs old),Real Estate,Chennai +91 other locations
SBI Life Insurance Company,3.7,Insurance | Chennai +655 other locations,11700.0,6.0,2001 (25 yrs old),Insurance,Chennai +655 other locations
TVS Motor,3.9,Automobile | Chennai +349 other locations,15800.0,64.0,1979 (47 yrs old),Automobile,Chennai +349 other locations
Schneider Electric,4.2,Industrial Automation | Chennai +119 other locations,24400.0,24.0,1999 (27 yrs old),Industrial Automation,Chennai +119 other locations
Persistent Systems,3.6,IT Services & Consulting | Chennai +41 other locations,44400.0,235.0,,IT Services & Consulting,Chennai +41 other locations
State Bank of India,3.8,Banking | Chennai +618 other locations,11600.0,10.0,1806 (220 yrs old),Banking,Chennai +618 other locations
Atos,3.8,IT Services & Consulting | Chennai +49 other locations,34100.0,91.0,2000 (26 yrs old),IT Services & Consulting,Chennai +49 other locations
vivo,4.1,Consumer Electronics & Appliances | Chennai +414 other locations,12900.0,11.0,2009 (17 yrs old),Consumer Electronics & Appliances,Chennai +414 other locations
Ecom Express,4.0,Logistics | Chennai +775 other locations,9500.0,74.5,2012 (14 yrs old),Logistics,Chennai +775 other locations
Eviden,3.6,IT Services & Consulting | Chennai +39 other locations,28000.0,8.0,1k-5k,IT Services & Consulting,Chennai +39 other locations
KEC International,4.0,Engineering & Construction | Chennai +313 other locations,13300.0,6.0,1945 (81 yrs old),Engineering & Construction,Chennai +313 other locations
Amdocs,3.6,Software Product | Chennai +23 other locations,37400.0,11.0,1982 (44 yrs old),Software Product,Chennai +23 other locations
JBM Group,3.9,Auto Components | Chennai +117 other locations,13900.0,45.0,,Auto Components,Chennai +117 other locations
Nagarro,3.9,IT Services & Consulting | Chennai +49 other locations,32000.0,945.0,1996 (30 yrs old),IT Services & Consulting,Chennai +49 other locations
Varun Beverages,4.0,Beverage | Chennai +379 other locations,12000.0,41.0,1995 (31 yrs old),Beverage,Chennai +379 other locations
ITC Infotech,3.7,IT Services & Consulting | Chennai +67 other locations,29500.0,78.0,2000 (26 yrs old),IT Services & Consulting,Chennai +67 other locations
Home Credit Finance,4.0,NBFC | Chennai +136 other locations,9400.0,96.0,2012 (14 yrs old),NBFC,Chennai +136 other locations
Bosch,4.1,Auto Components | Chennai +130 other locations,20700.0,74.5,1886 (140 yrs old),Auto Components,Chennai +130 other locations
Randstad,3.7,Recruitment | Chennai +352 other locations,16400.0,8.0,1992 (34 yrs old),Recruitment,Chennai +352 other locations
EY Global Delivery Services ( EY GDS),3.5,IT Services & Consulting | Chennai +56 other locations,23900.0,74.5,,IT Services & Consulting,Chennai +56 other locations
Hewlett Packard Enterprise,4.1,IT Services & Consulting | Chennai +103 other locations,27100.0,220.0,2015 (11 yrs old),IT Services & Consulting,Chennai +103 other locations
Utkarsh Small Finance Bank,3.6,Banking | Chennai +407 other locations,10800.0,26.0,2009 (17 yrs old),Banking,Chennai +407 other locations
Aditya Birla Fashion and Retail,4.1,Fashion & Textile | Chennai +291 other locations,13100.0,76.0,,Fashion & Textile,Chennai +291 other locations
Mahindra Logistics,3.7,Logistics | Chennai +233 other locations,280000.0,382.0,1986 (40 yrs old),Logistics,Chennai +233 other locations
L&T Finance,3.9,NBFC | Chennai +634 other locations,23900.0,74.5,,NBFC,Chennai +634 other locations
OPPO,3.9,Consumer Electronics & Appliances | Chennai +410 other locations,11800.0,10.0,2004 (22 yrs old),Consumer Electronics & Appliances,Chennai +410 other locations
Dell,3.8,Consumer Electronics & Appliances | Chennai +117 other locations,28700.0,16.0,1984 (42 yrs old),Consumer Electronics & Appliances,Chennai +117 other locations
CARS24,3.4,Internet | Chennai +173 other locations,23900.0,74.5,,Internet,Chennai +173 other locations
Havells,3.9,Electrical Equipment | Chennai +260 other locations,15500.0,34.0,1983 (43 yrs old),Electrical Equipment,Chennai +260 other locations
Intas Pharmaceuticals,4.1,Pharma | Chennai +148 other locations,17300.0,54.0,1977 (49 yrs old),Pharma,Chennai +148 other locations
R1 RCM,3.8,BPO | Chennai +46 other locations,21100.0,163.0,2007 (19 yrs old),BPO,Chennai +46 other locations
Tata AIA Life Insurance,3.9,Insurance | Chennai +442 other locations,14100.0,680.0,2001 (25 yrs old),Insurance,Chennai +442 other locations
Hyundai Motor India Limited,4.1,Automobile | Chennai +287 other locations,13800.0,3.0,1967 (59 yrs old),Automobile,Chennai +287 other locations
Deutsche Bank,3.8,Banking | Chennai +42 other locations,36000.0,391.0,1870 (156 yrs old),Banking,Chennai +42 other locations
Hetero,3.9,Pharma | Chennai +67 other locations,15000.0,141.0,,Pharma,Chennai +67 other locations
Motilal Oswal Financial Services,3.7,Financial Services | Chennai +168 other locations,12900.0,45.0,,Financial Services,Chennai +168 other locations
Team Lease,3.9,Recruitment | Chennai +397 other locations,16000.0,74.5,2016 (10 yrs old),Recruitment,Chennai +397 other locations
Berger Paints,3.7,Chemicals | Chennai +353 other locations,10000.0,131.0,,Chemicals,Chennai +353 other locations
VE Commercial Vehicles,3.9,Automobile | Chennai +179 other locations,14100.0,8.0,2008 (18 yrs old),Automobile,Chennai +179 other locations
Lenskart,3.3,Internet | Chennai +240 other locations,13200.0,128.0,,Internet,Chennai +240 other locations
Thermax Limited,4.2,Industrial Machinery | Chennai +251 other locations,23900.0,74.5,,Industrial Machinery,Chennai +251 other locations
Bajaj Auto,3.8,Automobile | Chennai +317 other locations,14500.0,74.5,1945 (81 yrs old),Automobile,Chennai +317 other locations
Macleods Pharmaceuticals,3.7,Pharma | Chennai +133 other locations,15500.0,10.0,1986 (40 yrs old),Pharma,Chennai +133 other locations
Aakash Educational Services,3.2,Education & Training | Chennai +244 other locations,13600.0,71.0,1988 (38 yrs old),Education & Training,Chennai +244 other locations
Jubilant Foods Works,3.7,Hospitality | Chennai +261 other locations,9200.0,192.0,1995 (31 yrs old),Hospitality,Chennai +261 other locations
LG Electronics,3.9,Consumer Electronics & Appliances | Chennai +298 other locations,11000.0,74.5,1958 (68 yrs old),Consumer Electronics & Appliances,Chennai +298 other locations
Royal Enfield,4.2,Automobile | Chennai +372 other locations,14800.0,20.0,1901 (125 yrs old),Automobile,Chennai +372 other locations
Hindalco Industries,4.2,Metals & Mining | Chennai +127 other locations,12400.0,4.0,1958 (68 yrs old),Metals & Mining,Chennai +127 other locations
Jindal Steel Limited,3.9,Iron & Steel | Chennai +172 other locations,15400.0,31.0,1979 (47 yrs old),Iron & Steel,Chennai +172 other locations
John Deere,4.0,Industrial Machinery | Chennai +155 other locations,15200.0,1.0,2001 (25 yrs old),Industrial Machinery,Chennai +155 other locations
Tata Communications,3.9,Telecom | Chennai +102 other locations,23500.0,33.0,1986 (40 yrs old),Telecom,Chennai +102 other locations
HDFC Ergo General Insurance,4.0,Insurance | Chennai +324 other locations,12000.0,10.0,2002 (24 yrs old),Insurance,Chennai +324 other locations
DCB Bank,3.8,Banking | Chennai +341 other locations,9500.0,11.0,,Banking,Chennai +341 other locations
State Street Corporation,3.5,Financial Services | Chennai +34 other locations,31400.0,8.0,1792 (234 yrs old),Financial Services,Chennai +34 other locations
RBL Bank,3.5,Banking | Chennai +284 other locations,18300.0,53.0,1943 (83 yrs old),Banking,Chennai +284 other locations
Cummins,4.3,Industrial Machinery | Chennai +114 other locations,15500.0,8.0,1919 (107 yrs old),Industrial Machinery,Chennai +114 other locations
Oyo Rooms,3.1,Internet | Chennai +121 other locations,14400.0,127.0,2012 (14 yrs old),Internet,Chennai +121 other locations
Pidilite Industries,4.2,Chemicals | Chennai +312 other locations,11400.0,3.0,,Chemicals,Chennai +312 other locations
Alembic Pharmaceuticals,3.9,Pharma | Chennai +187 other locations,15300.0,72.0,1907 (119 yrs old),Pharma,Chennai +187 other locations
Reliance Communications,4.0,Telecom | Chennai +467 other locations,9600.0,74.5,2002 (24 yrs old),Telecom,Chennai +467 other locations
Bank of America,4.1,Banking | Chennai +35 other locations,28100.0,74.5,1998 (28 yrs old),Banking,Chennai +35 other locations
Carelon Global Solutions,3.9,IT Services & Consulting | Chennai +21 other locations,26600.0,19.0,10k-50k,IT Services & Consulting,Chennai +21 other locations
Publicis Sapient,3.4,IT Services & Consulting | Chennai +46 other locations,30900.0,254.0,,IT Services & Consulting,Chennai +46 other locations
PVR INOX,3.9,Media & Entertainment | Chennai +150 other locations,23900.0,74.5,,Media & Entertainment,Chennai +150 other locations
Viatris,4.1,Pharma | Chennai +80 other locations,14200.0,4.0,,Pharma,Chennai +80 other locations
Subros,3.8,Auto Components | Chennai +88 other locations,12500.0,1.0,1985 (41 yrs old),Auto Components,Chennai +88 other locations
American Express,4.1,Financial Services | Chennai +53 other locations,24400.0,149.0,1850 (176 yrs old),Financial Services,Chennai +53 other locations
XpressBees,4.2,Logistics | Chennai +474 other locations,8200.0,10.0,2015 (11 yrs old),Logistics,Chennai +474 other locations
Automatic Data Processing (ADP),3.9,Software Product | Chennai +40 other locations,23900.0,74.5,,Software Product,Chennai +40 other locations
PNB MetLife,3.4,Insurance | Chennai +423 other locations,8000.0,15.0,2001 (25 yrs old),Insurance,Chennai +423 other locations
Kyndryl,3.9,IT Services & Consulting | Chennai +37 other locations,26100.0,35.0,,IT Services & Consulting,Chennai +37 other locations
Escorts Kubota Limited,4.1,Automobile | Chennai +155 other locations,13300.0,3.0,,Automobile,Chennai +155 other locations
Aditya Birla Sun Life Insurance,4.0,Insurance | Chennai +488 other locations,9900.0,74.5,2000 (26 yrs old),Insurance,Chennai +488 other locations
Grasim Industries,4.0,Building Material | Chennai +241 other locations,12700.0,4.0,1947 (79 yrs old),Building Material,Chennai +241 other locations
Aditya Birla Capital,3.8,NBFC | Chennai +338 other locations,14300.0,3.0,2017 (9 yrs old),NBFC,Chennai +338 other locations
Maersk,4.0,Logistics | Chennai +49 other locations,18900.0,32.0,,Logistics,Chennai +49 other locations
Synechron,3.5,IT Services & Consulting | Chennai +32 other locations,27900.0,61.0,2001 (25 yrs old),IT Services & Consulting,Chennai +32 other locations
Glenmark Pharmaceuticals,3.8,Pharma | Chennai +184 other locations,12100.0,125.0,1977 (49 yrs old),Pharma,Chennai +184 other locations
Birlasoft,3.5,IT Services & Consulting | Chennai +50 other locations,29700.0,475.0,1995 (31 yrs old),IT Services & Consulting,Chennai +50 other locations
Godrej & Boyce Manufacturing,3.9,Consumer Electronics & Appliances | Chennai +165 other locations,23900.0,74.5,,Consumer Electronics & Appliances,Chennai +165 other locations
Dabur,3.8,FMCG | Chennai +320 other locations,8800.0,22.0,1884 (142 yrs old),FMCG,Chennai +320 other locations
Samvardhana Motherson Group,3.7,Auto Components | Chennai +93 other locations,12000.0,11.0,1986 (40 yrs old),Auto Components,Chennai +93 other locations
Altruist Technologies,4.4,BPO | Chennai +45 other locations,8200.0,8.0,2005 (21 yrs old),BPO,Chennai +45 other locations
JK Cement,4.0,Building Material | Chennai +327 other locations,9800.0,1.0,1975 (51 yrs old),Building Material,Chennai +327 other locations
