company_name,rating,bio,salary,job,founded_in,field,other,city
Indian Army,4.7,Defence & Aerospace | New Delhi +364 other locations,9600.0,76.5,1895 (131 yrs old),Defence & Aerospace,New Delhi +364 other locations,new-delhi
Omega Healthcare,3.8,BPO | New Delhi +69 other locations,26200.0,129.0,2003 (23 yrs old),BPO,New Delhi +69 other locations,new-delhi
Muthoot Finance,3.7,NBFC | New Delhi +783 other locations,13000.0,93.0,,NBFC,New Delhi +783 other locations,new-delhi
JLL,4.1,Real Estate | New Delhi +85 other locations,24200.0,241.0,1999 (27 yrs old),Real Estate,New Delhi +85 other locations,new-delhi
eClerx,3.1,IT Services & Consulting | New Delhi +32 other locations,31700.0,233.0,2000 (26 yrs old),IT Services & Consulting,New Delhi +32 other locations,new-delhi
HCL Group,3.5,IT Services & Consulting | New Delhi +97 other locations,370000.0,165.0,,IT Services & Consulting,New Delhi +97 other locations,new-delhi
Piramal Finance,4.2,NBFC | New Delhi +424 other locations,12700.0,5.0,10k-50k,NBFC,New Delhi +424 other locations,new-delhi
Virtusa Consulting Services,3.7,IT Services & Consulting | New Delhi +55 other locations,56300.0,1300.0,1996 (30 yrs old),IT Services & Consulting,New Delhi +55 other locations,new-delhi
DMart,3.9,Retail | New Delhi +246 other locations,18500.0,177.0,2002 (24 yrs old),Retail,New Delhi +246 other locations,new-delhi
HSBC Group,3.9,Financial Services | New Delhi +63 other locations,42600.0,130.0,1865 (161 yrs old),Financial Services,New Delhi +63 other locations,new-delhi
Indiamart Intermesh,3.5,Internet | New Delhi +173 other locations,20000.0,532.0,1996 (30 yrs old),Internet,New Delhi +173 other locations,new-delhi
Udaan,3.9,Internet | New Delhi +368 other locations,15600.0,5.0,,Internet,New Delhi +368 other locations,new-delhi
SMFG India Credit,3.9,NBFC | New Delhi +592 other locations,11000.0,81.0,2007 (19 yrs old),NBFC,New Delhi +592 other locations,new-delhi
Aurobindo Pharma,4.0,Pharma | New Delhi +115 other locations,20700.0,23.0,1986 (40 yrs old),Pharma,New Delhi +115 other locations,new-delhi
Access Healthcare,3.7,BPO | New Delhi +64 other locations,28400.0,503.0,2011 (15 yrs old),BPO,New Delhi +64 other locations,new-delhi
Siemens,3.9,Industrial Automation | New Delhi +152 other locations,33500.0,134.0,,Industrial Automation,New Delhi +152 other locations,new-delhi
BigBasket,3.9,Internet | New Delhi +138 other locations,19100.0,103.0,,Internet,New Delhi +138 other locations,new-delhi
Manappuram Finance,3.9,NBFC | New Delhi +647 other locations,9100.0,6.0,1949 (77 yrs old),NBFC,New Delhi +647 other locations,new-delhi
Firstsource Solutions,3.5,BPO | New Delhi +74 other locations,24000.0,139.0,2001 (25 yrs old),BPO,New Delhi +74 other locations,new-delhi
Shapoorji Pallonji Group,4.1,Engineering & Construction | New Delhi +188 other locations,23700.0,76.5,,Engineering & Construction,New Delhi +188 other locations,new-delhi
Tata Capital,4.0,NBFC | New Delhi +438 other locations,15700.0,3100.0,2007 (19 yrs old),NBFC,New Delhi +438 other locations,new-delhi
GlobalLogic,3.5,IT Services & Consulting | New Delhi +60 other locations,40500.0,46.0,2000 (26 yrs old),IT Services & Consulting,New Delhi +60 other locations,new-delhi
ICICI Lombard General Insurance Company,3.5,Insurance | New Delhi +311 other locations,23700.0,76.5,,Insurance,New Delhi +311 other locations,new-delhi
Standard Chartered,3.6,Banking | New Delhi +68 other locations,42000.0,76.5,1853 (173 yrs old),Banking,New Delhi +68 other locations,new-delhi
Mahindra Finance,3.9,NBFC | New Delhi +730 other locations,12000.0,390.0,1991 (35 yrs old),NBFC,New Delhi +730 other locations,new-delhi
PolicyBazaar,3.7,Internet | New Delhi +149 other locations,17100.0,434.0,,Internet,New Delhi +149 other locations,new-delhi
Bosch Global Software Technologies,3.7,IT Services & Consulting | New Delhi +47 other locations,39900.0,14.0,1997 (29 yrs old),IT Services & Consulting,New Delhi +47 other locations,new-delhi
Apollo Hospitals,4.1,Healthcare | New Delhi +229 other locations,16400.0,168.0,1983 (43 yrs old),Healthcare,New Delhi +229 other locations,new-delhi
UST,3.7,IT Services & Consulting | New Delhi +50 other locations,39400.0,142.0,,IT Services & Consulting,New Delhi +50 other locations,new-delhi
Ashok Leyland,4.0,Automobile | New Delhi +259 other locations,18700.0,76.5,1948 (78 yrs old),Automobile,New Delhi +259 other locations,new-delhi
Citicorp,3.7,Financial Services | New Delhi +68 other locations,51900.0,76.5,1997 (29 yrs old),Financial Services,New Delhi +68 other locations,new-delhi
Swiggy,3.7,Internet | New Delhi +230 other locations,22800.0,281.0,2014 (12 yrs old),Internet,New Delhi +230 other locations,new-delhi
Hero MotoCorp,4.1,Automobile | New Delhi +366 other locations,15700.0,76.5,1984 (42 yrs old),Automobile,New Delhi +366 other locations,new-delhi
Cyient,3.6,IT Services & Consulting | New Delhi +48 other locations,27300.0,78.0,1991 (35 yrs old),IT Services & Consulting,New Delhi +48 other locations,new-delhi
CGI Group,4.0,IT Services & Consulting | New Delhi +43 other locations,45200.0,655.0,1976 (50 yrs old),IT Services & Consulting,New Delhi +43 other locations,new-delhi
SBI Cards & Payment Services,3.6,Financial Services | New Delhi +436 other locations,23700.0,76.5,,Financial Services,New Delhi +436 other locations,new-delhi
Kalpataru Projects International,4.1,Engineering & Construction | New Delhi +321 other locations,13600.0,1.0,1981 (45 yrs old),Engineering & Construction,New Delhi +321 other locations,new-delhi
JustDial,3.5,Internet | New Delhi +229 other locations,15400.0,53.0,1996 (30 yrs old),Internet,New Delhi +229 other locations,new-delhi
BNY,3.7,Financial Services | New Delhi +25 other locations,30600.0,1.0,1784 (242 yrs old),Financial Services,New Delhi +25 other locations,new-delhi
IQVIA,3.7,Clinical Research | New Delhi +64 other locations,30600.0,20.0,10k-50k,Clinical Research,New Delhi +64 other locations,new-delhi
Nagarjuna Construction Company,4.0,Engineering & Construction | New Delhi +295 other locations,12000.0,11.0,1998 (28 yrs old),Engineering & Construction,New Delhi +295 other locations,new-delhi
NTT Data,3.8,IT Services & Consulting | New Delhi +81 other locations,23700.0,76.5,,IT Services & Consulting,New Delhi +81 other locations,new-delhi
SBI Life Insurance Company,3.7,Insurance | New Delhi +655 other locations,11700.0,6.0,2001 (25 yrs old),Insurance,New Delhi +655 other locations,new-delhi
CBRE,4.1,Real Estate | New Delhi +91 other locations,18700.0,19.0,1906 (120 yrs old),Real Estate,New Delhi +91 other locations,new-delhi
TVS Motor,3.9,Automobile | New Delhi +349 other locations,15800.0,64.0,1979 (47 yrs old),Automobile,New Delhi +349 other locations,new-delhi
Schneider Electric,4.2,Industrial Automation | New Delhi +119 other locations,24400.0,24.0,1999 (27 yrs old),Industrial Automation,New Delhi +119 other locations,new-delhi
Persistent Systems,3.6,IT Services & Consulting | New Delhi +41 other locations,44400.0,235.0,,IT Services & Consulting,New Delhi +41 other locations,new-delhi
State Bank of India,3.8,Banking | New Delhi +618 other locations,11600.0,10.0,1806 (220 yrs old),Banking,New Delhi +618 other locations,new-delhi
vivo,4.1,Consumer Electronics & Appliances | New Delhi +414 other locations,12900.0,11.0,2009 (17 yrs old),Consumer Electronics & Appliances,New Delhi +414 other locations,new-delhi
vivo,4.1,Consumer Electronics & Appliances | New Delhi +414 other locations,12900.0,11.0,2009 (17 yrs old),Consumer Electronics & Appliances,New Delhi +414 other locations,new-delhi
Ecom Express,4.0,Logistics | New Delhi +775 other locations,9500.0,76.5,2012 (14 yrs old),Logistics,New Delhi +775 other locations,new-delhi
Eviden,3.6,IT Services & Consulting | New Delhi +39 other locations,28000.0,8.0,1k-5k,IT Services & Consulting,New Delhi +39 other locations,new-delhi
KEC International,4.0,Engineering & Construction | New Delhi +313 other locations,13300.0,6.0,1945 (81 yrs old),Engineering & Construction,New Delhi +313 other locations,new-delhi
Amdocs,3.6,Software Product | New Delhi +23 other locations,37400.0,11.0,1982 (44 yrs old),Software Product,New Delhi +23 other locations,new-delhi
JBM Group,3.9,Auto Components | New Delhi +117 other locations,13900.0,45.0,,Auto Components,New Delhi +117 other locations,new-delhi
Nagarro,3.9,IT Services & Consulting | New Delhi +49 other locations,32000.0,945.0,1996 (30 yrs old),IT Services & Consulting,New Delhi +49 other locations,new-delhi
Varun Beverages,4.0,Beverage | New Delhi +379 other locations,12000.0,41.0,1995 (31 yrs old),Beverage,New Delhi +379 other locations,new-delhi
ITC Infotech,3.7,IT Services & Consulting | New Delhi +67 other locations,29500.0,78.0,2000 (26 yrs old),IT Services & Consulting,New Delhi +67 other locations,new-delhi
Home Credit Finance,4.0,NBFC | New Delhi +136 other locations,9400.0,96.0,2012 (14 yrs old),NBFC,New Delhi +136 other locations,new-delhi
Bosch,4.1,Auto Components | New Delhi +130 other locations,20700.0,76.5,1886 (140 yrs old),Auto Components,New Delhi +130 other locations,new-delhi
Randstad,3.7,Recruitment | New Delhi +352 other locations,16400.0,8.0,1992 (34 yrs old),Recruitment,New Delhi +352 other locations,new-delhi
EY Global Delivery Services ( EY GDS),3.5,IT Services & Consulting | New Delhi +56 other locations,23700.0,76.5,,IT Services & Consulting,New Delhi +56 other locations,new-delhi
Hewlett Packard Enterprise,4.1,IT Services & Consulting | New Delhi +103 other locations,27100.0,220.0,2015 (11 yrs old),IT Services & Consulting,New Delhi +103 other locations,new-delhi
Utkarsh Small Finance Bank,3.6,Banking | New Delhi +407 other locations,10800.0,26.0,2009 (17 yrs old),Banking,New Delhi +407 other locations,new-delhi
Mahindra Logistics,3.7,Logistics | New Delhi +233 other locations,280000.0,383.0,1986 (40 yrs old),Logistics,New Delhi +233 other locations,new-delhi
Aditya Birla Fashion and Retail,4.1,Fashion & Textile | New Delhi +291 other locations,13100.0,76.0,,Fashion & Textile,New Delhi +291 other locations,new-delhi
L&T Finance,3.9,NBFC | New Delhi +634 other locations,23700.0,76.5,,NBFC,New Delhi +634 other locations,new-delhi
OPPO,3.9,Consumer Electronics & Appliances | New Delhi +410 other locations,11800.0,10.0,2004 (22 yrs old),Consumer Electronics & Appliances,New Delhi +410 other locations,new-delhi
Dell,3.8,Consumer Electronics & Appliances | New Delhi +117 other locations,28700.0,16.0,1984 (42 yrs old),Consumer Electronics & Appliances,New Delhi +117 other locations,new-delhi
CARS24,3.4,Internet | New Delhi +173 other locations,23700.0,76.5,,Internet,New Delhi +173 other locations,new-delhi
Havells,3.9,Electrical Equipment | New Delhi +260 other locations,15500.0,34.0,1983 (43 yrs old),Electrical Equipment,New Delhi +260 other locations,new-delhi
Intas Pharmaceuticals,4.1,Pharma | New Delhi +148 other locations,17300.0,54.0,1977 (49 yrs old),Pharma,New Delhi +148 other locations,new-delhi
R1 RCM,3.8,BPO | New Delhi +46 other locations,21100.0,163.0,2007 (19 yrs old),BPO,New Delhi +46 other locations,new-delhi
Tata AIA Life Insurance,3.9,Insurance | New Delhi +442 other locations,14100.0,680.0,2001 (25 yrs old),Insurance,New Delhi +442 other locations,new-delhi
Hyundai Motor India Limited,4.1,Automobile | New Delhi +287 other locations,13800.0,3.0,1967 (59 yrs old),Automobile,New Delhi +287 other locations,new-delhi
Deutsche Bank,3.8,Banking | New Delhi +42 other locations,36000.0,391.0,1870 (156 yrs old),Banking,New Delhi +42 other locations,new-delhi
Hetero,3.9,Pharma | New Delhi +67 other locations,15000.0,141.0,,Pharma,New Delhi +67 other locations,new-delhi
Motilal Oswal Financial Services,3.7,Financial Services | New Delhi +168 other locations,12900.0,45.0,,Financial Services,New Delhi +168 other locations,new-delhi
Team Lease,3.9,Recruitment | New Delhi +396 other locations,16000.0,76.5,2016 (10 yrs old),Recruitment,New Delhi +396 other locations,new-delhi
Berger Paints,3.7,Chemicals | New Delhi +353 other locations,10000.0,131.0,,Chemicals,New Delhi +353 other locations,new-delhi
VE Commercial Vehicles,3.9,Automobile | New Delhi +179 other locations,14100.0,8.0,2008 (18 yrs old),Automobile,New Delhi +179 other locations,new-delhi
Lenskart,3.3,Internet | New Delhi +240 other locations,13200.0,126.0,,Internet,New Delhi +240 other locations,new-delhi
Thermax Limited,4.2,Industrial Machinery | New Delhi +250 other locations,23700.0,76.5,,Industrial Machinery,New Delhi +250 other locations,new-delhi
Bajaj Auto,3.8,Automobile | New Delhi +317 other locations,14500.0,76.5,1945 (81 yrs old),Automobile,New Delhi +317 other locations,new-delhi
Macleods Pharmaceuticals,3.7,Pharma | New Delhi +133 other locations,15500.0,10.0,1986 (40 yrs old),Pharma,New Delhi +133 other locations,new-delhi
Aakash Educational Services,3.2,Education & Training | New Delhi +244 other locations,13600.0,71.0,1988 (38 yrs old),Education & Training,New Delhi +244 other locations,new-delhi
Kogta Financial India Limited,4.7,NBFC | New Delhi +259 other locations,1900.0,115.0,1996 (30 yrs old),NBFC,New Delhi +259 other locations,new-delhi
Jubilant Foods Works,3.7,Hospitality | New Delhi +262 other locations,9200.0,192.0,1995 (31 yrs old),Hospitality,New Delhi +262 other locations,new-delhi
LG Electronics,3.9,Consumer Electronics & Appliances | New Delhi +298 other locations,11000.0,76.5,1958 (68 yrs old),Consumer Electronics & Appliances,New Delhi +298 other locations,new-delhi
Royal Enfield,4.2,Automobile | New Delhi +372 other locations,14800.0,20.0,1901 (125 yrs old),Automobile,New Delhi +372 other locations,new-delhi
Hindalco Industries,4.2,Metals & Mining | New Delhi +127 other locations,12400.0,4.0,1958 (68 yrs old),Metals & Mining,New Delhi +127 other locations,new-delhi
Jindal Steel Limited,3.9,Iron & Steel | New Delhi +172 other locations,15400.0,31.0,1979 (47 yrs old),Iron & Steel,New Delhi +172 other locations,new-delhi
John Deere,4.0,Industrial Machinery | New Delhi +155 other locations,15200.0,1.0,2001 (25 yrs old),Industrial Machinery,New Delhi +155 other locations,new-delhi
Tata Communications,3.9,Telecom | New Delhi +102 other locations,23500.0,33.0,1986 (40 yrs old),Telecom,New Delhi +102 other locations,new-delhi
DCB Bank,3.8,Banking | New Delhi +341 other locations,9500.0,11.0,,Banking,New Delhi +341 other locations,new-delhi
HDFC Ergo General Insurance,4.0,Insurance | New Delhi +324 other locations,12000.0,10.0,2002 (24 yrs old),Insurance,New Delhi +324 other locations,new-delhi
State Street Corporation,3.5,Financial Services | New Delhi +34 other locations,31400.0,8.0,1792 (234 yrs old),Financial Services,New Delhi +34 other locations,new-delhi
RBL Bank,3.5,Banking | New Delhi +284 other locations,18300.0,53.0,1943 (83 yrs old),Banking,New Delhi +284 other locations,new-delhi
Cummins,4.3,Industrial Machinery | New Delhi +114 other locations,15500.0,8.0,1919 (107 yrs old),Industrial Machinery,New Delhi +114 other locations,new-delhi
Oyo Rooms,3.1,Internet | New Delhi +121 other locations,14400.0,127.0,2012 (14 yrs old),Internet,New Delhi +121 other locations,new-delhi
Pidilite Industries,4.2,Chemicals | New Delhi +312 other locations,11400.0,3.0,,Chemicals,New Delhi +312 other locations,new-delhi
Alembic Pharmaceuticals,3.9,Pharma | New Delhi +187 other locations,15300.0,72.0,1907 (119 yrs old),Pharma,New Delhi +187 other locations,new-delhi
Reliance Communications,4.0,Telecom | New Delhi +467 other locations,9600.0,76.5,2002 (24 yrs old),Telecom,New Delhi +467 other locations,new-delhi
Bank of America,4.1,Banking | New Delhi +35 other locations,28100.0,76.5,1998 (28 yrs old),Banking,New Delhi +35 other locations,new-delhi
Carelon Global Solutions,3.9,IT Services & Consulting | New Delhi +21 other locations,26600.0,19.0,10k-50k,IT Services & Consulting,New Delhi +21 other locations,new-delhi
Publicis Sapient,3.4,IT Services & Consulting | New Delhi +46 other locations,30900.0,254.0,,IT Services & Consulting,New Delhi +46 other locations,new-delhi
Viatris,4.1,Pharma | New Delhi +81 other locations,14200.0,4.0,,Pharma,New Delhi +81 other locations,new-delhi
PVR INOX,3.9,Media & Entertainment | New Delhi +150 other locations,23700.0,76.5,,Media & Entertainment,New Delhi +150 other locations,new-delhi
Subros,3.8,Auto Components | New Delhi +88 other locations,12500.0,1.0,1985 (41 yrs old),Auto Components,New Delhi +88 other locations,new-delhi
American Express,4.1,Financial Services | New Delhi +53 other locations,24400.0,149.0,1850 (176 yrs old),Financial Services,New Delhi +53 other locations,new-delhi
XpressBees,4.2,Logistics | New Delhi +474 other locations,8200.0,10.0,2015 (11 yrs old),Logistics,New Delhi +474 other locations,new-delhi
Automatic Data Processing (ADP),3.9,Software Product | New Delhi +40 other locations,23700.0,76.5,,Software Product,New Delhi +40 other locations,new-delhi
PNB MetLife,3.4,Insurance | New Delhi +423 other locations,8000.0,15.0,2001 (25 yrs old),Insurance,New Delhi +423 other locations,new-delhi
Kyndryl,3.9,IT Services & Consulting | New Delhi +37 other locations,26100.0,35.0,,IT Services & Consulting,New Delhi +37 other locations,new-delhi
